
	Du är en hjälpsam assistent vars uppgift är att skriva en Wikipedia-artikel om Europamästerskapen i taekwondo 2022, skriv artikeln på svenska.
	Du får ENDAST använda nedanstående egenskapsvärdepar som din informationskälla.
	Du behöver inte förklara varför du inte kan skapa en fullständig wikipedia artikel eller om du inte vet så får du gissa så bra du kan. 
 	Jag vill ENDAST ha Wikipedia artikeln, jag behöver ingen information om hur du har skapat artikeln. 
  	Lägg inte till några nya källor. Skriv artikeln så likt Wikipedia som möjligt. Skriv artikeln så utförligt som möjligt.
	Svara på svenska.  

	label: 2022 European Taekwondo Championships
comment: The 2022 European Taekwondo Championships, the 25th edition of the European Taekwondo Championships, was held in Manchester, United Kingdom at the Manchester Regional Arena from 19 to 22 May 2022.
name: 2022
subject: Category:2022_in_British_sport
subject: Category:2022_in_European_sport
subject: Category:2022_in_taekwondo
subject: Category:May_2022_sports_events_in_the_United_Kingdom
subject: Category:Sports_competitions_in_Manchester
subject: Category:European_Taekwondo_Championships
subject: Category:International_taekwondo_competitions_hosted_by_England
wikiPageID: 70691863
wikiPageRevisionID: 1104494825
wikiPageWikiLink: Sarah_Chaari
wikiPageWikiLink: Category:2022_in_British_sport
wikiPageWikiLink: Category:2022_in_European_sport
wikiPageWikiLink: Category:2022_in_taekwondo
wikiPageWikiLink: Category:May_2022_sports_events_in_the_United_Kingdom
wikiPageWikiLink: Beth_Munro
wikiPageWikiLink: Bianca_Walkden
wikiPageWikiLink: Bopha_Kong
wikiPageWikiLink: Bradly_Sinden
wikiPageWikiLink: Deniz_Dağdelen
wikiPageWikiLink: Juan_Diego_García_López
wikiPageWikiLink: Patrycja_Adamkiewicz
wikiPageWikiLink: Richard_Ordemann
wikiPageWikiLink: United_Kingdom
wikiPageWikiLink: Vito_Dell'Aquila
wikiPageWikiLink: Ela_Aydin
wikiPageWikiLink: Emine_Göğebakan
wikiPageWikiLink: Emre_Kutalmış_Ateşli
wikiPageWikiLink: Enbiya_Taha_Biçer
wikiPageWikiLink: Gamze_Gürdal
wikiPageWikiLink: Muhammed_Emin_Yıldız
wikiPageWikiLink: Nafia_Kuş
wikiPageWikiLink: Category:Sports_competitions_in_Manchester
wikiPageWikiLink: Category:European_Taekwondo_Championships
wikiPageWikiLink: Category:International_taekwondo_competitions_hosted_by_England
wikiPageWikiLink: Lena_Stojković
wikiPageWikiLink: Lisa_Gjessing
wikiPageWikiLink: Magda_Wiet-Hénin
wikiPageWikiLink: Mahmut_Bozteke
wikiPageWikiLink: Manchester
wikiPageWikiLink: Manchester_Regional_Arena
wikiPageWikiLink: Simone_Alessio
wikiPageWikiLink: Zeliha_Ağrıs
wikiPageWikiLink: Avishag_Semberg
wikiPageWikiLink: Cecilia_Castro
wikiPageWikiLink: Toni_Kanaet
wikiPageWikiLink: 2021_European_Taekwondo_Championships
wikiPageWikiLink: Adriana_Cerezo
wikiPageWikiLink: Adrián_Vicente
wikiPageWikiLink: Aleksandra_Kowalczuk
wikiPageWikiLink: Aleksandra_Perišić
wikiPageWikiLink: Althéa_Laurin
wikiPageWikiLink: Amy_Truesdale
wikiPageWikiLink: Cyrian_Ravet
wikiPageWikiLink: European_Taekwondo_Championships
wikiPageWikiLink: Nurcihan_Ekinci
wikiPageWikiLink: Marija_Mičev
wikiPageWikiLink: Guljonoy_Naimova
wikiPageWikiLink: Görkem_Polat
wikiPageWikiLink: Hakan_Reçber
wikiPageWikiLink: Hatice_Kübra_İlgün
wikiPageWikiLink: Ivan_Mikulić_(taekwondo)
wikiPageWikiLink: Ivan_Šapina
wikiPageWikiLink: Jack_Woolley_(taekwondo)
wikiPageWikiLink: Jade_Jones_(taekwondo)
wikiPageWikiLink: Javier_Pérez_(taekwondo)
wikiPageWikiLink: Joan_Jorquera
wikiPageWikiLink: Kimia_Alizadeh
wikiPageWikiLink: Lauren_Williams_(taekwondo)
wikiPageWikiLink: Marie-Paule_Blé
wikiPageWikiLink: Merve_Dinçel
wikiPageWikiLink: Meryem_Betül_Çavdar
wikiPageWikiLink: Michal_Zrihen
wikiPageWikiLink: Nedžad_Husić
wikiPageWikiLink: Omar_Salim
wikiPageWikiLink: Radik_Isayev
wikiPageWikiLink: Raúl_Martínez_(taekwondo)
wikiPageWikiLink: Rebecca_McGowan
wikiPageWikiLink: Seçil_Er
wikiPageWikiLink: Badr_Achab
wikiPageWikiLink: Bruna_Duvančić
wikiPageWikiLink: Ivana_Duvančić
wikiPageWikiLink: Iván_García_(taekwondo)
wikiPageWikiLink: Stefan_Takov
wikiPageWikiLink: Giorgi_Nikoladze
wikiPageWikiLink: Josip_Teskera
wikiPageWikiLink: Petra_Štolbová
wikiPageWikiLink: Rivka_Bayech
wikiPageWikiLink: Solène_Avoulette
wikiPageWikiLink: 2023_European_Taekwondo_Championships
wikiPageWikiLink: Alican_Özcan
wikiPageWikiLink: Alma_Pérez
wikiPageWikiLink: Ana_Japaridze
wikiPageWikiLink: Antonino_Bossolo
wikiPageWikiLink: Asadbek_Toshtemirov
wikiPageWikiLink: Assaf_Yasur
wikiPageWikiLink: Claudia_Romero
wikiPageWikiLink: Dalia_Santiago_Moreno
wikiPageWikiLink: David_Makadze
wikiPageWikiLink: Edi_Hrnic
wikiPageWikiLink: Gaida_Al_Halwani
wikiPageWikiLink: Imamaddin_Khalilov
wikiPageWikiLink: Imran_Özkaya
wikiPageWikiLink: Jelena_Rasic
wikiPageWikiLink: Jessica_García_Quijano
wikiPageWikiLink: Jone_Magdaleno
wikiPageWikiLink: Joseph_Lane_(taekwondo)
wikiPageWikiLink: Keira_Forsythe
wikiPageWikiLink: Lia_Chachibaia
wikiPageWikiLink: Luis_Mario_Najera
wikiPageWikiLink: Mehmet_Sami_Saraç
wikiPageWikiLink: Nika_Klepac
wikiPageWikiLink: Nimrod_Krivitzky
wikiPageWikiLink: Oktay_Atalay
wikiPageWikiLink: Orest_Pylypiak
wikiPageWikiLink: Paško_Božić
wikiPageWikiLink: Sabir_Zeynalov
wikiPageWikiLink: Sadig_Hamidov
wikiPageWikiLink: Sandro_Megrelishvili
wikiPageWikiLink: Souleyman_Alaphilippe
wikiPageWikiLink: Théo_Lucien
wikiPageWikiLink: Viktoriia_Marchuk
wikiPageWikiLink: Yuliya_Lypetska
wikiPageWikiLink: Maciej_Kesicki
wikiPageWikiLink: Patrik_Divkovič
wikiPageExternalLink: P14-Medallists-by-weight-category-DAY-4.pdf
wikiPageExternalLink: 2022-european-senior-championships
wikiPageExternalLink: P14-Medallists-By-Para-Weight-Category-Day-1.pdf
wikiPageExternalLink: P14-Medallists-By-Para-Weight-Category-Day-2.pdf
wikiPageExternalLink: P14-Medallists-By-Weight-Category-Day-2.pdf
wikiPageExternalLink: P14-Medallists-by-weight-category-DAY-3.pdf
wikiPageExternalLink: P14-Medallists-by-weight-category-Day-1.pdf
wikiPageExternalLink: P14-Medallists-by-weight-category-PARA-DAY-3.pdf
wikiPageExternalLink: P14-Medallists-by-weight-category-PARA-DAY-4.pdf
silverAze: 0
silverAze: 1
silverBih: 1
silverCro: 0
silverCro: 1
silverGeo: 0
silverRta: 0
silverSlo: 0
silverSrb: 0
silverSrb: 1
silverUzb: 1
bronzeIsr: 1
bronzeIsr: 2
goldIsr: 0
silverIsr: 0
silverIsr: 1
bronzeTur: 1
bronzeTur: 4
goldTur: 4
goldTur: 5
silverTur: 2
silverTur: 3
bronzeCze: 0
bronzeFra: 0
bronzeFra: 3
bronzeGer: 2
bronzeHun: 0
bronzeIta: 0
bronzeIta: 2
bronzeNor: 1
bronzePol: 0
bronzePol: 1
bronzeUkr: 2
dates: --05-22
goldCze: 0
goldFra: 0
goldFra: 2
goldGer: 0
goldHun: 1
goldIta: 0
goldIta: 1
goldNor: 0
goldPol: 0
goldUkr: 0
host: GBR
location: Manchester
next: 2023
previous: 2021_European_Taekwondo_Championships
silverCze: 1
silverFra: 1
silverFra: 2
silverGer: 0
silverHun: 0
silverIta: 0
silverIta: 1
silverNor: 0
silverPol: 0
silverPol: 2
silverUkr: 1
venue: Manchester_Regional_Arena
bronzeIrl: 0
goldIrl: 0
hostGbr: yes
silverIrl: 1
bronzeEsp: 0
bronzeEsp: 3
bronzeMex: 2
bronzePor: 1
goldEsp: 0
goldEsp: 2
goldMex: 2
goldPor: 0
silverEsp: 1
silverEsp: 4
silverMex: 0
silverPor: 0
bronzeBel: 2
bronzeDen: 0
bronzeDen: 1
bronzeGbr: 2
bronzeGbr: 3
goldBel: 0
goldDen: 0
goldGbr: 2
silverBel: 0
silverDen: 0
silverDen: 1
silverGbr: 0
abstract: The 2022 European Taekwondo Championships, the 25th edition of the European Taekwondo Championships, was held in Manchester, United Kingdom at the Manchester Regional Arena from 19 to 22 May 2022.
bronzeAze: 1
bronzeAze: 2
bronzeBih: 0
bronzeCro: 0
bronzeCro: 5
bronzeGeo: 5
bronzeRta: 1
bronzeSlo: 1
bronzeSrb: 1
bronzeUzb: 0
goldAze: 0
goldBih: 0
goldCro: 1
goldCro: 2
goldGeo: 0
goldRta: 0
goldSlo: 0
goldSrb: 0
goldSrb: 1
goldUzb: 1
nameRta: Refugee Team
wasDerivedFrom: 2022_European_Taekwondo_Championships?oldid=1104494825&ns=0
wikiPageLength: 11194
isPrimaryTopicOf: 2022_European_Taekwondo_Championships
	
