
	Du är en hjälpsam assistent vars uppgift är att skriva en Wikipedia-artikel om Juniorvärldsmästerskapen i nordisk skidsport 2022, skriv artikeln på svenska.
	Du får ENDAST använda nedanstående egenskapsvärdepar som din informationskälla.
	Du behöver inte förklara varför du inte kan skapa en fullständig wikipedia artikel eller om du inte vet så får du gissa så bra du kan. 
 	Jag vill ENDAST ha Wikipedia artikeln, jag behöver ingen information om hur du har skapat artikeln. 
  	Lägg inte till några nya källor. Skriv artikeln så likt Wikipedia som möjligt. Skriv artikeln så utförligt som möjligt.
	Svara på svenska.  

	label: 2022 Nordic Junior World Ski Championships
comment: The 2022 FIS Nordic Junior World Ski Championships were held from 22 February to 6 March 2022 in Zakopane, Poland and Lygna, Norway.
name: 2022
depiction: 2022_Nordic_Junior_World_Ski_Championships_Lygna.png
subject: Category:International_sports_competitions_hosted_by_Poland
subject: Category:2022_in_Nordic_combined
subject: Category:2022_in_Norwegian_sport
subject: Category:2022_in_Polish_sport
subject: Category:2022_in_cross-country_skiing
subject: Category:2022_in_ski_jumping
subject: Category:2022_in_youth_sport
subject: Category:February_2022_sports_events_in_Norway
subject: Category:March_2022_sports_events_in_Poland
subject: Category:Sports_competitions_in_Zakopane
subject: Category:International_sports_competitions_hosted_by_Norway
subject: Category:FIS_Nordic_Junior_World_Ski_Championships
wikiPageID: 69877740
wikiPageRevisionID: 1076762795
wikiPageWikiLink: Category:International_sports_competitions_hosted_by_Poland
wikiPageWikiLink: Category:2022_in_Nordic_combined
wikiPageWikiLink: Category:2022_in_Norwegian_sport
wikiPageWikiLink: Category:2022_in_Polish_sport
wikiPageWikiLink: Category:2022_in_cross-country_skiing
wikiPageWikiLink: Category:2022_in_ski_jumping
wikiPageWikiLink: Category:2022_in_youth_sport
wikiPageWikiLink: Category:February_2022_sports_events_in_Norway
wikiPageWikiLink: Category:March_2022_sports_events_in_Poland
wikiPageWikiLink: Patrīcija_Eiduka
wikiPageWikiLink: Valerio_Grond
wikiPageWikiLink: Veronika_Stepanova
wikiPageWikiLink: Category:Sports_competitions_in_Zakopane
wikiPageWikiLink: Gran,_Norway
wikiPageWikiLink: Monika_Skinder
wikiPageWikiLink: Leo_Johansson
wikiPageWikiLink: Zakopane
wikiPageWikiLink: Category:International_sports_competitions_hosted_by_Norway
wikiPageWikiLink: 2021_Nordic_Junior_World_Ski_Championships
wikiPageWikiLink: Alexandria_Loutitt
wikiPageWikiLink: FIS_Nordic_Junior_World_Ski_Championships
wikiPageWikiLink: Nika_Prevc
wikiPageWikiLink: Norway
wikiPageWikiLink: Central_European_Time
wikiPageWikiLink: Category:FIS_Nordic_Junior_World_Ski_Championships
wikiPageWikiLink: Jenny_Nowak
wikiPageWikiLink: Poland
wikiPageWikiLink: Iacopo_Bortolas
wikiPageWikiLink: Mélissa_Gal
wikiPageWikiLink: 2023_Nordic_Junior_World_Ski_Championships
wikiPageWikiLink: Lisa_Eriksson
wikiPageWikiLink: Anna_Heggen
wikiPageWikiLink: Märta_Rosenberg
wikiPageWikiLink: Will_Koch
wikiPageWikiLink: Anja_Weber
wikiPageWikiLink: Annika_Sieff
wikiPageWikiLink: David_Haagen
wikiPageWikiLink: Elia_Barp
wikiPageWikiLink: Iver_Olaussen
wikiPageWikiLink: Lisa_Hirner
wikiPageWikiLink: Maria_Hartz_Melling
wikiPageWikiLink: Nora_Midtsundstad
wikiPageWikiLink: Perttu_Reponen
wikiPageWikiLink: Sebastian_Østvold
wikiPageWikiLink: Severin_Reiter
wikiPageWikiLink: Stefan_Rettenegger
wikiPageWikiLink: Stefano_Radovan
wikiPageWikiLink: Vanessa_Moharitsch
wikiPageWikiLink: Julia_Mühlbacher
wikiPageWikiLink: Anastasiya_Faleyeva
wikiPageWikiLink: Kristin_Austgulen_Fosnæs
wikiPageWikiLink: Andreas_Fjorden_Ree
wikiPageWikiLink: Anna-Fay_Scharfenberg
